,Bearing 1 C1,Bearing 1 C2,Bearing 2 C1,Bearing 2 C2,Bearing 3 C1,Bearing 3 C2,Bearing 4 C1,Bearing 4 C2
2003-10-22 13:24:13,0.10568924263880071,0.10132120709018995,0.10841393622735485,0.1027038917915914,0.10811763269690904,0.11039391571854094,0.09654841544997314,0.09734488988720151
2003-10-22 13:29:13,0.10617954978270423,0.10266175106206357,0.10858835880658235,0.10296606279603496,0.10861189511206601,0.10964148640070316,0.09769627423214024,0.09827120464866448
2003-10-22 13:34:13,0.10475648225010986,0.10147536500805704,0.10822549929195761,0.10358113189120562,0.10788241613360028,0.11008203525562771,0.09590819864251184,0.09813843449387177
2003-10-22 13:39:13,0.10531749597148299,0.10217315298598564,0.10749533668636163,0.1025456321109429,0.10827139997070169,0.10996205869427218,0.04843400556667807,0.09743571463450364
2003-10-22 13:44:13,0.10549182088969186,0.10124083207187852,0.10845988573660821,0.10339176717613163,0.1081482982567508,0.10925303969920404,0.09690385272718394,0.09793925484642804
2003-10-22 13:49:13,0.10625343034327847,0.10284574442111431,0.10810566922212997,0.10262278431564041,0.10746227843156403,0.1094568582450315,0.0963908882269642,0.09874119830069826
2003-10-22 13:54:13,0.10526539381805752,0.10216910005371357,0.10861248107817766,0.10262278431564041,0.10832096293764343,0.10955583768738708,0.09346135065188729,0.09812388300209972
2003-10-22 13:59:13,0.10609648908638117,0.10265198496020314,0.10770242687631232,0.10282128033595389,0.10819043898627863,0.1099071732018165,0.13393940133795595,0.09921973729185996
2003-10-22 14:04:13,0.10451701743249182,0.10097646369451634,0.10767337272327751,0.10229254358122956,0.10852487914448947,0.10941002978661069,0.2291786220030275,0.09783158357341666
2003-10-22 14:09:13,0.10488104887933981,0.10080077152204697,0.10844992431271058,0.10236969578592706,0.1083444015821085,0.10947809951657796,0.08900585966111628,0.10238229405732702
2003-10-22 14:14:13,0.10581224669173298,0.10157688363689635,0.10766897797744032,0.10209209434054398,0.1085608672298452,0.10954099321255921,0.09618604424044142,0.09818384686752282
2003-10-22 14:19:13,0.10535831827725962,0.10142223741393622,0.10925733678402266,0.10337374871819913,0.10902265735631624,0.1100707554079789,0.09818389569803213,0.09786903657405148
2003-10-22 14:24:13,0.10601372137311392,0.10192416621905366,0.1084237511597246,0.10215699008740663,0.1085344499243127,0.11036310366717124,0.0953224278529225,0.09767268909614728
2003-10-22 14:29:13,0.10600405293227208,0.10260251965428,0.10742253039699204,0.10214492895160897,0.10847834366912448,0.11011870696811368,0.09722696420723667,0.10038429610820841
2003-10-22 14:34:13,0.10523394697006688,0.10118833927437862,0.10855906050100103,0.10272791640216807,0.10833575858196202,0.10956589677230333,0.09719136676595536,0.09959514624737535
2003-10-22 14:39:13,0.10542126080375018,0.10130113775086673,0.10845676058401288,0.10238087797255725,0.10800888715269301,0.10952150983934762,0.09699672835587674,0.09948893988964304
2003-10-22 14:44:13,0.10603662288197667,0.1020861858489184,0.10860579129840324,0.10259045851848234,0.1084350798378827,0.10932379510718297,0.09648200595732213,0.09869876458811465
2003-10-22 14:49:13,0.105148005273695,0.10179066360662141,0.10776566238585869,0.10227623419112261,0.1083661799892573,0.10958513599296843,0.1031413154939206,0.09909658674739977
2003-10-22 14:54:13,0.10543913277015479,0.10154597392450802,0.10790810098149323,0.1021520582059671,0.10780882855608184,0.10927613653010401,0.09809731920503931,0.10382508911567948
2003-10-22 14:59:13,0.10501367254260463,0.101287123394697,0.10899833976268374,0.10237936422676888,0.10723248205478783,0.10953635431417551,0.09285809853996778,0.09833702817520387
2003-10-22 15:04:13,0.10505884076370917,0.10181625079349577,0.10842511841398507,0.10292172469358855,0.10804077347526735,0.10913672542604619,0.0745323013819034,0.09694550515161873
2003-10-22 15:09:13,0.10469065872357049,0.10108999462864399,0.10788983837101422,0.10216348454514382,0.10756828946725915,0.1093266272767225,0.09630846232726208,0.097207627325553
2003-10-22 15:14:13,0.10487294301479566,0.10172440060549831,0.10786356755700963,0.1023310220225597,0.1073996777186386,0.10906426095024171,0.09554050490746618,0.09777425655549588
2003-10-22 15:19:13,0.10454817129742663,0.10184344938717711,0.10847394892328728,0.10251315982225695,0.10787445676058402,0.10935973436202942,0.09090092289662581,0.09896210752478148
2003-10-22 15:24:13,0.10492509399873043,0.10201928805117438,0.1082561160212901,0.10245939743151522,0.10764392792616827,0.10945763953318033,0.09695488060940476,0.09877850480980517
2003-10-22 15:29:13,0.10488236730309097,0.10150627472044535,0.10785907515015382,0.10293075833780946,0.10831236876800625,0.11085375262463987,0.05867522828263099,0.09653586600908248
2003-10-22 15:37:48,0.10475155036867036,0.10077000830118657,0.10712412715464623,0.10192680306655598,0.107213926461253,0.10846257141461985,0.09386801113335612,0.09696557449094192
2003-10-22 15:44:13,0.10469563943551931,0.10182030372576788,0.10863640802773572,0.10222588993603203,0.10894169637189315,0.11007412471312077,0.09567952536744957,0.09856404121294984
2003-10-22 15:54:13,0.10586840177743055,0.10177244982665168,0.10814380584989502,0.10262210068851017,0.10900415059329067,0.11054167683968943,0.0961502514771229,0.09856955906050101
2003-10-22 16:04:13,0.10543971873626641,0.1017528199619122,0.10805005127203476,0.10243874212608037,0.10788754333707701,0.10956711753503588,0.10291601152400018,0.09813516284974852
2003-10-22 16:14:13,0.10504258020411153,0.10185389911616778,0.1081103081205137,0.10211372625616484,0.1073951853117828,0.11078485277601445,0.09640944382049906,0.0977459348601006
2003-10-22 16:24:13,0.104880755896284,0.10166487621465892,0.10822691537672738,0.10303852727183946,0.1086845060793984,0.11061091850187997,0.09276502758923776,0.09830099125933882
2003-10-22 16:34:13,0.10525240490258313,0.1014306362615362,0.10864324429903803,0.10278988231847258,0.10764192587528687,0.10878031153864935,0.09725723912300405,0.10095717564334196
2003-10-22 16:44:13,0.10485775672640266,0.1013555349382294,0.10826646808926216,0.10251125543239416,0.10745344010938034,0.10861707114605205,0.09750021973729187,0.09852839494115924
2003-10-22 16:54:13,0.10623716978368086,0.1025497338737243,0.10798139557595586,0.10250354021192441,0.10841618243078276,0.10929454563211094,0.09752658821231507,0.09910547390009278
2003-10-22 17:04:13,0.10550734899164999,0.10390375506616535,0.10842487426143854,0.10323824405488549,0.10799794911860931,0.10999301723716978,0.09736827970115727,0.09837555544704331
2003-10-22 17:14:13,0.10551364812734998,0.10184672103130035,0.10796396308413497,0.10282992333610039,0.10751872650031741,0.11031290590360857,0.09707617559451144,0.0987462766736657
2003-10-22 17:19:38,0.10397685433859076,0.10061990331559158,0.10695180428731872,0.10104087113628595,0.10703818545827434,0.1081809170369647,0.09540529322720835,0.09712456662922996
2003-10-22 17:24:13,0.10580213877630743,0.10262083109526833,0.1085274671614825,0.10272073831730066,0.10782484496313297,0.10896855315200937,0.09754157917867083,0.09906948581473705
2003-10-22 17:34:13,0.10740348649836418,0.10420884808828555,0.10857917867083353,0.10330509302212022,0.10789384247277699,0.10950412617803602,0.09629273890326676,0.0979779774403047
2003-10-22 17:44:13,0.10462654426485668,0.10229708481859466,0.10777435421651448,0.10258127838273354,0.10823126129205526,0.10986967137067241,0.09741046926119439,0.09914634503637873
2003-10-22 17:54:13,0.1046821133844426,0.10228844181844816,0.10766736657063333,0.10267234728258215,0.10829405732701791,0.10919898432540652,0.0973287269886225,0.09913076810391133
2003-10-22 18:04:13,0.10423531422432734,0.1017375360125006,0.10650314956785,0.10251018116118951,0.10753322916158015,0.10929215293715513,0.09790248547292349,0.09835548610772012
2003-10-22 18:14:13,0.10389892084574442,0.10090536647297231,0.10724454319058548,0.10274793691098197,0.10770843302895651,0.10894740954148152,0.09731363836124811,0.09830963425948532
2003-10-22 18:24:13,0.1061503979686508,0.10334821036183407,0.10766013965525663,0.10203872259387664,0.10771902924947507,0.10852458616143366,0.09753064114458714,0.09820435568142975
2003-10-22 18:34:13,0.10505991503491381,0.10151418526295228,0.10787123394697008,0.10225294203818544,0.1084326383124176,0.11013755554470434,0.09746926119439425,0.09900019532203722
2003-10-22 18:44:13,0.10512534791737878,0.10206504223839052,0.107823721861419,0.10225406513989939,0.10835641388739685,0.10911138239171833,0.09720669954587625,0.09812066018848577
2003-10-22 18:54:13,0.10519600566433909,0.1016908540456077,0.10873758484300991,0.10331852141217832,0.10807656623858586,0.10938336832853165,0.09772352165633089,0.09906377264514868
2003-10-22 19:04:13,0.10773611992773084,0.10296767420284195,0.10850021973729185,0.10251071829679184,0.10817901264710192,0.10963850773963574,0.09738707944723865,0.09844225792275012
2003-10-22 19:14:13,0.1087662971824796,0.10408667415401142,0.10805566678060452,0.10229757312368769,0.10770926314761464,0.10873128570730993,0.09795229259241174,0.09872923482591923
2003-10-22 19:24:13,0.10651042531373602,0.10321421944430881,0.10803686703452317,0.10242956199033154,0.10848727965232678,0.11086698569266078,0.0977443234532936,0.09923966013965525
2003-10-22 19:34:13,0.1076557449094194,0.1029780751013233,0.10862087992577762,0.10291908784608622,0.10895024171102105,0.11114082718882758,0.09781903413252599,0.09919966795253675
2003-10-22 19:44:13,0.10782001074271207,0.10244855705845012,0.10797695199960937,0.102690902876117,0.10791698813418625,0.10987079447238635,0.09812656868011134,0.09892758435470482
2003-10-22 19:54:13,0.10720044924068559,0.1021810146979833,0.10880062503051906,0.10235255627716199,0.1081612871722252,0.10878182528443774,0.09767586307925193,0.09869900874066116
2003-10-22 20:04:13,0.10799521461008839,0.10332804336149227,0.10729239708970165,0.10202290150886273,0.10915259534156943,0.11097968650813028,0.09779320279310513,0.09864475804482639
2003-10-22 20:14:13,0.10740895551540604,0.10232281849699693,0.10815811318912058,0.10238341715904097,0.10859529273890325,0.1103355632599248,0.09752170516138484,0.09839601543044094
2003-10-22 20:24:13,0.10743937692270131,0.10291723228673275,0.1083134430392109,0.10218013574881586,0.10822632941061575,0.1112187606816739,0.09825279554665754,0.09890189950681184
2003-10-22 20:34:13,0.10751760339860345,0.10325264905512964,0.10784369353972362,0.10279305630157723,0.10852238878851506,0.11116499829093218,0.09786307925191659,0.09861956150202646
2003-10-22 20:44:13,0.10746218077054542,0.10222237413936229,0.10843346843107575,0.10267034523170075,0.10788554128619561,0.11009443820499047,0.09830792519165975,0.0987946188778749
2003-10-22 20:54:13,0.10901816494946043,0.10358494067093119,0.10825401630939009,0.10253064114458714,0.10840690463401531,0.11013921578202061,0.09801948337321158,0.09902675911909761
2003-10-22 21:04:13,0.10712275990038575,0.10203086088187899,0.10797910054201866,0.10193774110063969,0.10854548561941502,0.11006045217051613,0.09763450363787293,0.0994039259729479
2003-10-22 21:14:13,0.10708403730650909,0.102907417354363,0.10844655500756872,0.10259114214561257,0.10848698666927095,0.11096513501635821,0.09817095561306703,0.10007402705210217
2003-10-22 21:24:13,0.1071985448508228,0.10228517017432494,0.10805049074661849,0.10211113823917184,0.10795419698227451,0.10979154255578885,0.0981964939694321,0.09902905415303483
2003-10-22 21:34:13,0.10805171150935106,0.10283036281068411,0.10881317447140973,0.10319498022364373,0.10901137750866742,0.11043464036329899,0.09833888373455736,0.09969187948630304
2003-10-22 21:44:13,0.10829049269983884,0.10318931588456468,0.10821993261389716,0.10320562527467163,0.10872259387665414,0.11116963718931588,0.09789311001513745,0.09967229845207284
2003-10-22 21:54:13,0.10772078714780993,0.10211538649348113,0.10773787782606573,0.10168880316421698,0.1084129596171688,0.10938385663362467,0.09746257141461985,0.09839469700668979
2003-10-22 22:04:13,0.10799750964402556,0.10295282972801406,0.10809521949313933,0.10285678011621661,0.10849929195761511,0.11039367156599443,0.09863162263782412,0.09916856291811126
2003-10-22 22:14:13,0.10813316079886715,0.10324390839396454,0.10886879242150498,0.1026711265198496,0.10816543776551589,0.10975628692807267,0.09807974022169051,0.10002939596659995
2003-10-22 22:24:13,0.10781756921724694,0.10188524830313979,0.10900126959324186,0.10268777772352167,0.1081608965281508,0.11017315298598564,0.09808525806924166,0.09854001660237316
2003-10-22 22:34:13,0.10758972606084281,0.1025542751110894,0.1079252893207676,0.10268025782508913,0.10859724595927535,0.10945378192294547,0.0983974315152107,0.09878763611504468
2003-10-22 22:44:13,0.10802041115288832,0.102810146979833,0.10821675863079254,0.1024990478050686,0.10913579764636946,0.1110682650520045,0.0976271302309683,0.09903730650910689
2003-10-22 22:54:13,0.10814961668050196,0.10335494897211776,0.10814014356169734,0.10342951315982227,0.10836495922652474,0.11064656477367059,0.09792480101567459,0.09931832609014113
2003-10-22 23:04:13,0.10744181844816642,0.1024302944479711,0.10821294985106694,0.10286019825186775,0.10714429415498804,0.10842677865130132,0.09569173299477514,0.09895898237218614
2003-10-22 23:14:13,0.10822491332584598,0.10259314419649397,0.10848234777088725,0.10233829776844573,0.1081148005273695,0.11023526539381805,0.09891371649006299,0.09951491772059183
2003-10-22 23:24:13,0.10915244885004151,0.10381522535280044,0.107792372674447,0.10262630011231018,0.10785697543825382,0.10891684164265833,0.10364280482445433,0.09911675374774158
2003-10-22 23:34:13,0.10756804531471263,0.10279662092875629,0.10868035548610772,0.10271028858830998,0.10827442746227843,0.10995453879583963,0.09740089848137116,0.0991194882562625
2003-10-22 23:44:13,0.1082226182919088,0.1024943112456663,0.10814263391767175,0.10272586552077738,0.10817618047756239,0.11096757654182333,0.09820279310513208,0.09863567557009618
2003-10-22 23:54:13,0.10829718247961324,0.10325343034327848,0.10849694809316862,0.10261970799355437,0.10934161824307827,0.11056321109429172,0.09778719664046097,0.09911777918843692
2003-10-23 00:04:13,0.10891005420186534,0.10247580448264075,0.1094395722447385,0.10327447629278774,0.10917725474876702,0.11111812100200207,0.09882889789540504,0.0990711460520533
2003-10-23 00:14:13,0.10863992382440549,0.10391044484593974,0.107554372772108,0.10275985155525172,0.10860447287465208,0.11033004541237365,0.09821402412227159,0.1178496508618585
2003-10-23 00:24:13,0.10740260754919674,0.1023730650910689,0.10816035939254845,0.10236637531129449,0.10893813174471409,0.11034127642951316,0.0982650031739831,0.09880814492895161
2003-10-23 00:34:13,0.10780731481029347,0.1028098539967772,0.10792992821915133,0.10247092143171053,0.1082252551394111,0.1106470530787636,0.09883256018360273,0.09889760242199326
2003-10-23 00:44:13,0.10857068216221495,0.10266707358757751,0.10874984130084478,0.10253235021241272,0.10935299575174567,0.11064412324820547,0.09801845793251623,0.0996201962986474
2003-10-23 00:54:13,0.10938703061672934,0.10484130084476781,0.10895634552468382,0.10215928512134381,0.10842619268518972,0.11003901557693246,0.09815547634161824,0.10049895014405
2003-10-23 01:04:13,0.10756726402656379,0.10386928072659798,0.10846320621124078,0.10246320621124079,0.10864456272278919,0.11027896869964354,0.09840944382049904,0.09878934518287026
2003-10-23 01:14:13,0.10708442795058352,0.10266184872308218,0.10789418428634209,0.10234791737877827,0.10838224522681772,0.10957351433175448,0.09780067386102836,0.10035167732799452
2003-10-23 01:24:13,0.10757121929781728,0.10269720201181698,0.10842145612578741,0.102788173250647,0.10862463987499389,0.1111941012744763,0.09779369109819816,0.09948439865227796
2003-10-23 01:34:13,0.10765135016358221,0.10274437228380291,0.1085451926363592,0.10205669222129986,0.1078696713706724,0.10982855608183993,0.09730299331022023,0.0988676204892817
2003-10-23 01:44:13,0.10776322086039357,0.10249221153376631,0.10842096782069437,0.10325313736022268,0.1090860393573905,0.11116490062991358,0.09730836466624347,0.09949362761853607
2003-10-23 01:54:13,0.10793295571072806,0.10313277015479272,0.10860251965427999,0.10211729088334393,0.10858860295912884,0.10934493871771082,0.09690810098149324,0.0986866546218077
2003-10-23 02:04:13,0.10798022364373261,0.10182645636993995,0.1086203916206846,0.10248845158455003,0.10838673763367353,0.11027682015723426,0.097622393671566,0.09827198593681331
2003-10-23 02:14:13,0.10792812149030713,0.1029735338639582,0.10838366131158747,0.1027022803847844,0.10912749645978809,0.11094316128717223,0.11030060061526442,0.09958523365398701
2003-10-23 02:24:13,0.10748425216075004,0.10352580692416621,0.10884188681087943,0.10258577078958935,0.10844992431271058,0.1108742126080375,0.09600195322037208,0.08294755603300943
2003-10-23 02:34:13,0.10778851506421214,0.10374173543630061,0.1086664387909566,0.10361228575614044,0.10973577811416572,0.11082054787831436,0.0978699643537282,0.09935807412471312
2003-10-23 02:44:13,0.10786244445529566,0.10230255383563651,0.10824200400410176,0.10153747741588945,0.10913970408711364,0.10998881781336978,0.09713110991747645,0.09897914937252794
2003-10-23 02:54:13,0.10733575858196201,0.10223467942770642,0.10844733629571757,0.1031149470188974,0.10711440988329508,0.10994628643976757,0.09635411885345964,0.09884369353972362
2003-10-23 03:04:13,0.10802636847502319,0.10327828507251331,0.10910381366277651,0.10309766101860442,0.10874925533473315,0.1101103081205137,0.09693280921920015,0.09890102055764441
2003-10-23 03:14:13,0.10764636945163338,0.1028255285902632,0.10844445529566872,0.10257283070462425,0.1087638556570145,0.11133756531080619,0.09699726549147908,0.09875721470774941
2003-10-23 03:24:13,0.10778553640314469,0.10257483275550565,0.1075095951950779,0.10272938131744715,0.1081833097319205,0.11010356951023,0.09696122857561405,0.09913623712095317
2003-10-23 03:34:13,0.10702402461057668,0.1028430099125934,0.10832804336149228,0.1027305532496704,0.107956052541628,0.11024425020752966,0.09689574686263977,0.09840788124420138
2003-10-23 03:44:13,0.10859895502710093,0.10337267444699448,0.10840114263391767,0.10269578592704721,0.10846310855022218,0.11080541042043067,0.09688207432003516,0.09857444211143122
2003-10-23 03:54:13,0.10865530543483569,0.10300454123736512,0.10902089945798135,0.10177948141999121,0.10791601152400018,0.11039142536256653,0.09701611406806973,0.09867156599443333
2003-10-23 04:04:13,0.10753112944968017,0.10243346843107572,0.10880433614922605,0.10236652180282241,0.10826344059768543,0.1101236876800625,0.09722139752917622,0.09902485472923482
2003-10-23 04:14:13,0.10788964304897698,0.10225079349577615,0.1075763953318033,0.1024699936520338,0.10836012500610381,0.11033258459885735,0.09772147077494019,0.09908970164558817
2003-10-23 04:24:13,0.10775203867376337,0.1017620489281703,0.10812935201914155,0.10213403974803457,0.10739181600664095,0.10924122271595292,0.09787123394697006,0.0989538063382001
2003-10-23 04:34:13,0.10888876409980956,0.10298286049123492,0.10781791103081204,0.10245798134674546,0.10838800722691537,0.10937872943014794,0.09699877923726745,0.09855569119585918
2003-10-23 04:44:13,0.10765530543483567,0.10285497338737241,0.10688808047267932,0.10211289613750672,0.10843131988866644,0.10977201035206796,0.09657258655207775,0.09705215098393476
2003-10-23 04:54:13,0.10785248303139801,0.10223541188534598,0.10862805801064505,0.10234108110747595,0.10841886810879438,0.11007353874700913,0.0963619805654573,0.1039606426095024
2003-10-23 05:04:13,0.10744518775330826,0.1018254309292446,0.10773734069046341,0.10245187753308267,0.10861179745104742,0.11012183212070902,0.09662581180721716,0.0979470677279164
2003-10-23 05:14:13,0.10842404414278042,0.10388344157429562,0.10775169686019825,0.10287704477757703,0.1088278236242004,0.1098873968455491,0.09674388397870991,0.09813403974803457
2003-10-23 05:24:13,0.10776917818252843,0.10284945553982128,0.10785389911616779,0.10146017871966403,0.10803393720396502,0.11033395185311783,0.09703471849211387,0.09869876458811465
2003-10-23 05:34:13,0.10809219200156257,0.1029582499145466,0.10812315054446017,0.10254304409394992,0.10852644172078714,0.11099633771180231,0.09747575565213146,0.09857922750134283
2003-10-23 05:44:13,0.1075279066360662,0.10220899457981346,0.10768289467259144,0.10249055129645002,0.10856501782313589,0.11100419942379999,0.09721158259680648,0.0986754724351775
2003-10-23 05:54:13,0.10712119732408808,0.10237794814199912,0.10777694223350748,0.10172469358855411,0.10810659700180672,0.11009966306948582,0.09624639874993896,0.09857820206064749
2003-10-23 06:04:13,0.10819112261340884,0.10203481615313248,0.10799653303383955,0.10268328531666586,0.10827579471653889,0.11062366326480785,0.09699038038966747,0.0985629181112359
2003-10-23 06:14:13,0.10846369451633381,0.1026228331461497,0.10831881439523414,0.10316997900288101,0.10884667220079106,0.10996899262659311,0.09605815713657895,0.09857624884027541
2003-10-23 06:24:13,0.10792978172762341,0.10180501977635628,0.10820220713902044,0.10245602812637336,0.10880218760681676,0.11138292885394795,0.09652365838175693,0.09875394306362616
2003-10-23 06:34:13,0.10710542506958348,0.10270818887640998,0.10782401484447483,0.1016911470286635,0.10814976317202989,0.11077308462327262,0.09715269300258801,0.09815547634161823
2003-10-23 06:44:13,0.10782713999707016,0.10216065237560429,0.10808140045900679,0.10266492504516822,0.10883832218370038,0.11077996972508423,0.09682054787831439,0.09786869476048635
2003-10-23 06:54:13,0.10759768543385907,0.10268558035060306,0.1077903706235656,0.10193056301577226,0.10810659700180672,0.10980272474241905,0.0968743102690561,0.09859026319644514
2003-10-23 07:04:13,0.10841608476976415,0.10242834122759902,0.10793544606670247,0.10194594462620243,0.10765247326529614,0.10836964695541774,0.09681107475950973,0.09863230626495435
2003-10-23 07:14:13,0.10896811367742565,0.10359172811172421,0.10819717759656233,0.10246076468577567,0.10873792665657503,0.11065257092631474,0.09671121636798671,0.09835670687045266
2003-10-23 07:24:13,0.1082868792421505,0.10252609990722203,0.10827130230968308,0.10225733678402264,0.10893085599882807,0.11089603984569558,0.09710288588309977,0.09937648322672006
2003-10-23 07:34:13,0.10678202060647492,0.10215445090092289,0.10681825284437717,0.10212285756140435,0.10821573319009718,0.10969744616436349,0.09650920455100347,0.09793871771082571
2003-10-23 07:44:13,0.10810967332389278,0.10368601982518677,0.10797792860979538,0.10269617657112165,0.10919468724058794,0.11088837345573513,0.09696171688070707,0.09777616094535865
2003-10-23 07:54:13,0.10707109722154401,0.1023155915816202,0.10765393818057523,0.10239157185409443,0.10833566092094339,0.10966062796034962,0.09643024561746179,0.09814727281605547
2003-10-23 08:04:13,0.10856868011133357,0.10401923922066507,0.10818697202011815,0.10320635773231115,0.10881419991210509,0.10968182040138678,0.09756911958591728,0.09883070462424923
2003-10-23 08:14:13,0.10881102592900044,0.10214077835831828,0.1077792372674447,0.1021676839689438,0.108991112847307,0.1107703501147517,0.09693925484642804,0.09849519019483374
2003-10-23 08:24:13,0.10823228673275062,0.1022446896821134,0.10797870989794423,0.10228741637775282,0.10860613311196836,0.11036930514185264,0.09667019874017287,0.09876390448752381
2003-10-23 08:34:13,0.10753982128033596,0.10278993114898188,0.10859104448459396,0.10248444748278725,0.10857766492504517,0.10972371697836807,0.09705674105180916,0.09892680306655599
2003-10-23 08:44:13,0.10836701010791541,0.10233903022608526,0.10789301235411886,0.10272879535133551,0.10798569266077444,0.11011470286635089,0.09725611602129011,0.0988698666927096
2003-10-23 08:54:13,0.10903579276331853,0.10389511206601885,0.10890189950681187,0.10264651594316128,0.10875970506372382,0.11164539284144734,0.09726905610625519,0.097821622149519
2003-10-23 09:04:13,0.10859133746764979,0.10330172371697835,0.10849753405928023,0.10253962595829873,0.10903530445822548,0.11043420088871526,0.09739645490502466,0.09835172615850384
2003-10-23 09:14:13,0.10776663899604473,0.10263474779041945,0.10731759363250157,0.10220713902045998,0.10833829776844572,0.10983422042091899,0.09714448947702525,0.0987766492504517
2003-10-23 09:24:13,0.10877992089457492,0.10361106499340789,0.10856872894184286,0.10230123541188535,0.10940719761707113,0.11173548513110991,0.09687836320132819,0.09920162117290882
2003-10-23 09:34:13,0.10810024903559744,0.10281146540358417,0.10807207383173006,0.10246960300795936,0.10838507739635724,0.11166726890961472,0.09677054543678891,0.09870027833390303
2003-10-23 09:44:13,0.10829210410664583,0.1029491186093071,0.10857234239953123,0.10299331022022559,0.1090902387811905,0.11057390497582889,0.09733570975145271,0.09894223350749548
2003-10-23 09:54:13,0.10721534254602276,0.1026866057912984,0.10871404853752625,0.10236481273499681,0.10868186923189609,0.11187094096391426,0.09745759070267102,0.09918643488451585
2003-10-23 10:04:13,0.10740001953220371,0.10250080570340349,0.10782689584452365,0.10259568338297767,0.10829557107280628,0.11026680990282729,0.0976889008252356,0.09832545534449924
2003-10-23 10:14:13,0.10780536158992139,0.10289545387958399,0.10812319937496949,0.10238356365056889,0.10810840373065092,0.11107016944186726,0.096893842472777,0.17573377606328433
2003-10-29 14:39:46,0.12692812149030713,0.1240532252551394,0.12573123687680063,0.12133561209043411,0.13179095658967724,0.13321670980028322,0.11753088529713365,0.11895971482982569
2003-10-29 14:49:46,0.12674417696176568,0.12449504370330583,0.12581410225108647,0.12174783924996337,0.1309605449484838,0.132104057815323,0.11711997656135553,0.11885209238732358
2003-10-29 14:59:46,0.12691454660872112,0.1254587626348943,0.1260795448996533,0.1219096635577909,0.1320501489330534,0.132762000097661,0.11776200009766101,0.11959089799306606
2003-10-29 15:09:46,0.12650656770350116,0.12351735924605692,0.12494618877874897,0.1215278578055569,0.13034874749743638,0.13129400849650863,0.11669158650324722,0.11788993603203282
2003-10-29 15:19:46,0.12726480785194588,0.12463006006152644,0.1259534156941257,0.1216203916206846,0.12954470433126616,0.13272249621563553,0.11795195077884663,0.11901503979686509
2003-10-29 15:29:46,0.1291237853410811,0.12659216758630792,0.1266402656379706,0.12268279701157282,0.1314767810928268,0.13397182479613265,0.11864285365496365,0.11972400996142389
2003-10-29 15:39:46,0.12896117974510476,0.12636354314175496,0.1258169832511353,0.12180091801357487,0.1318191806240539,0.13320259778309487,0.11733668636163876,0.22013150056155087
